"id","name","coordinates","district","neighborhoods","discrict"
1,"Bandalungwa","{\"lat\":-4.3417,\"lng\":15.2812}","Funa","[\"Makelele\",\"Bisengo\",\"Adoula\",\"kasa-vubu\",\"Lubudi\",\"Moelart\",\"Lumumba\"]",
2,"Barumbu","{\"lat\":-4.3226,\"lng\":15.3291}","Lukunga","[\"Bitshaku-tshaku\",\"Camp Pilote Mbaki\",\"Camp Ndolo\",\"Funa 1\",\"Funa 2\",\"Kapinga Bapo\",\"Kasai\",\"Libulu\",\"Mozindo\",\"Ndolo\",\"Tshimanga\"]",
3,"Bumbu","{\"lat\":-4.3728,\"lng\":15.2941}",,"[\"Dipiya\",\"Mongala\",\"Ubangi\",\"Lokoro\",\"Kasai\",\"Kwango\",\"Lukenie\",\"Mai-Ndombé\",\"Matadi\",\"Lieutenant Mbaki\",\"Mbandaka\",\"Mfimi\",\"Ntomba\"]","Funa"
4,"Gombe","{\"lat\":-4.3048,\"lng\":15.3054}","Lukunga","[\"Batetela\",\"Haut Commandement\",\"Croix Rouge\",\"Lemera\",\"Golf\",\"Fleuve\",\"Gare\",\"Commerce\",\"Révolution\",\"Cliniques\"]",
5,"Kalamu","{\"lat\":-4.3427,\"lng\":15.3194}","Funa","[\"Yolo-Nord 1\",\"Yolo-Nord 2\",\"Yolo-Nord 3\",\"Yolo-Sud 1\",\"Yolo-Sud 2\",\"Yolo-Sud 3\",\"Yolo-Sud 4\",\"Immo-Congo (Ex. 20 mai)\",\"Matonge 1\",\"Matonge 2\",\"Matonge 3\",\"Quartier Kauka 1\",\"Quartier Kauka 2\",\"Quartier Kauka 3\",\"Kimbangu 1\",\"Kimbangu 2\",\"Kimbangu 3\",\"Quartier Camp Pinzi\"]",
6,"Kasa-Vubu","{\"lat\":-4.3425,\"lng\":15.3039}","Lukunga","[\"ONL\",\"Katanga\",\"Assossa\",\"Lodja\",\"Salongo\"]",
7,"Kimbanseke","{\"lat\":-4.4313,\"lng\":15.3811}","Tshangu","[\"17-Mai\",\"Bahumbu\",\"Bamboma\",\"Biyela\",\"Boma\",\"Disasi\",\"Esanga\",\"Kamba Mulumba\",\"Kasa-Vubu\",\"Kikimi\",\"Kingasani\",\"Kisantu IR ben\",\"Kutu\",\"Luebo\",\"Malonda\",\"Mangana\",\"Maviokele\",\"Mbuala\",\"Mfumu Nkento\",\"Mikondo\",\"Mokali\",\"Mulie\",\"Ngamazita\",\"Ngampani\",\"Ngandu\",\"Nsanga\",\"Nsumabwa\",\"Révolution\",\"Sakombi\",\"Salongo\"]",
8,"Kinshasa","{\"lat\":-4.3033,\"lng\":15.3105}","Lukunga","[\"Aketi\",\"Boyoma\",\"Djalo\",\"Madimba\",\"Mongala\",\"Ngbaka\",\"Pende\"]",
9,"Kintambo","{\"lat\":-4.3381,\"lng\":15.2664}","Lukunga","[\"Itimbiri\",\"Jamaique\",\"Kilimani\",\"Lisala 1\",\"Lisala 2\",\"Lubudi Luka\",\"Lubudi Ngandu\",\"Salongo\",\"Tshinkela\",\"Wenze\"]",
